"","Route.Type","Route","Stop.Code","Stop.Seq","Stop.Name","LAT","LONG","Stage"
"1","BRTS","100-D","100-D-01","1","Hinjawadi Maan Phase 3",18.576553,73.688178,"1"
"2","BRTS","100-D","100-D-02","2","Tech Mahindra",18.581016,73.687704,"1"
"3","BRTS","100-D","100-D-03","3","Tata Motors",18.58686,73.700098,"2"
"4","BRTS","100-D","100-D-04","4","Power House Hinjawadi",18.58899,73.7054,"2"
"5","BRTS","100-D","100-D-05","5","Infosys Phase 2",18.593741,73.70821,"3"
"6","BRTS","100-D","100-D-06","6","Emcure",18.5959,73.71247,"3"
"7","BRTS","100-D","100-D-07","7","Wipro Company Circle",18.596911,73.718287,"4"
"8","BRTS","100-D","100-D-08","8","Tata Johnsan",18.594508,73.728077,"4"
"9","BRTS","100-D","100-D-09","9","Geometric",18.593488,73.732447,"4"
"10","BRTS","100-D","100-D-10","10","Siemens",18.587633,73.733312,"4"
"11","BRTS","100-D","100-D-11","11","Infosys Phase 1",18.586096,73.734505,"5"
"12","BRTS","100-D","100-D-12","12","Shivaji Chowk Hinjawadi",18.591606,73.738883,"5"
"13","BRTS","100-D","100-D-13","13","Hinjawadi Jakat Naka",18.59585,73.74031,"6"
"14","BRTS","100-D","100-D-14","14","Sawtamali Mandir",18.592078,73.754691,"6"
"15","BRTS","100-D","100-D-15","15","Wakad Chowk",18.592449,73.76202,"6"
"16","BRTS","100-D","100-D-16","16","Mount Vert Society Wakad",18.590099,73.769593,"6"
"17","BRTS","100-D","100-D-17","17","Mankar Chowk",18.590416,73.77338,"7"
"18","BRTS","100-D","100-D-18","18","Apple Hospital",18.588616,73.781315,"7"
"19","BRTS","100-D","100-D-19","19","Vishalnagar",18.588162,73.78421,"8"
"20","BRTS","100-D","100-D-20","20","Wakad Phata",18.587935,73.789569,"9"
"21","BRTS","100-D","100-D-21","21","Rakshak Chowk",18.58164,73.798309,"9"
"22","BRTS","100-D","100-D-22","22","Aundh Hospital",18.575034,73.80516,"10"
"23","BRTS","100-D","100-D-23","23","Sangvi Phata",18.573146,73.806917,"10"
"24","BRTS","100-D","100-D-24","24","Aundhgaon",18.565485,73.812355,"11"
"25","BRTS","100-D","100-D-25","25","Bodygate",18.563207,73.813331,"11"
"26","BRTS","100-D","100-D-26","26","Bremen Chowk",18.560593,73.81484,"11"
"27","BRTS","100-D","100-D-27","27","Sindh Colony Aundh Road",18.556689,73.817807,"11"
"28","BRTS","100-D","100-D-28","28","Kasturba Gandhi Vasahat",18.555199,73.818886,"12"
"29","BRTS","100-D","100-D-29","29","Gol Market Aundh Road",18.551525,73.821579,"12"
"30","BRTS","100-D","100-D-30","30","Bal Kalyan Sanstha",18.54874,73.82361,"12"
"31","BRTS","100-D","100-D-31","31","Pune Vidhyapeeth Gate",18.54145,73.83016,"13"
"32","BRTS","100-D","100-D-32","32","E Square",18.538133,73.834743,"13"
"33","BRTS","100-D","100-D-33","33","Pumping Station",18.532967,73.841736,"13"
"34","BRTS","100-D","100-D-34","34","Mhasoba Gate",18.532405,73.842548,"14"
"35","BRTS","100-D","100-D-35","35","Simla Office",18.530423,73.849268,"14"
"36","BRTS","100-D","100-D-36","36","COEP Hostel",18.528593,73.852315,"14"
"37","BRTS","100-D","100-D-37","37","Modern HighSchool",18.525133,73.849242,"14"
"38","BRTS","100-D","100-D-38","38","Ma Na Pa Dengle Pul",18.52357,73.85488,"15"
"39","BRTS","100-U","100-U-01","1","Ma Na Pa Dengle Pul",18.52357,73.85488,"1"
"40","BRTS","100-U","100-U-02","2","Shivaji Maharaj Putla",18.526309,73.852866,"1"
"41","BRTS","100-U","100-U-03","3","Simla Office",18.530306,73.849098,"1"
"42","BRTS","100-U","100-U-04","4","Mhasoba Gate",18.53235,73.842404,"2"
"43","BRTS","100-U","100-U-05","5","Pumping Station",18.533059,73.841372,"2"
"44","BRTS","100-U","100-U-06","6","Mafatlal Bungalow",18.536467,73.836483,"2"
"45","BRTS","100-U","100-U-07","7","Rangehills Corner",18.539017,73.833213,"2"
"46","BRTS","100-U","100-U-08","8","Pune Vidhyapeeth Gate Aundh Road",18.543632,73.827019,"3"
"47","BRTS","100-U","100-U-09","9","Bal Kalyan Sanstha",18.548821,73.823301,"3"
"48","BRTS","100-U","100-U-10","10","Gol Market Aundh Road",18.551242,73.821523,"3"
"49","BRTS","100-U","100-U-11","11","Kasturba Gandhi Vasahat",18.555117,73.818767,"4"
"50","BRTS","100-U","100-U-12","12","Sindh Colony Aundh Road",18.556477,73.817735,"4"
"51","BRTS","100-U","100-U-13","13","Bremen Chowk",18.560652,73.814618,"4"
"52","BRTS","100-U","100-U-14","14","Bodygate",18.563284,73.813126,"4"
"53","BRTS","100-U","100-U-15","15","Aundhgaon",18.565572,73.812173,"5"
"54","BRTS","100-U","100-U-16","16","Sangvi Phata",18.572723,73.807175,"5"
"55","BRTS","100-U","100-U-17","17","Aundh Hospital",18.576771,73.803269,"6"
"56","BRTS","100-U","100-U-18","18","Rakshak Chowk",18.581076,73.798612,"6"
"57","BRTS","100-U","100-U-19","19","Wakad Phata",18.587657,73.789301,"7"
"58","BRTS","100-U","100-U-20","20","Vishalnagar",18.588361,73.784156,"8"
"59","BRTS","100-U","100-U-21","21","Apple Hospital",18.588332,73.781379,"8"
"60","BRTS","100-U","100-U-22","22","Mankar Chowk",18.590416,73.77338,"9"
"61","BRTS","100-U","100-U-23","23","Mount Vert Society Wakad",18.590136,73.769824,"9"
"62","BRTS","100-U","100-U-24","24","Wakad Chowk",18.592292,73.761924,"9"
"63","BRTS","100-U","100-U-25","25","Sawtamali Mandir",18.59175,73.75453,"9"
"64","BRTS","100-U","100-U-26","26","Hinjawadi Jakat Naka",18.59585,73.74027,"10"
"65","BRTS","100-U","100-U-27","27","Shivaji Chowk Hinjawadi",18.590952,73.73889,"10"
"66","BRTS","100-U","100-U-28","28","Infosys Phase 1",18.586293,73.733322,"11"
"67","BRTS","100-U","100-U-29","29","Siemens",18.591,73.732934,"11"
"68","BRTS","100-U","100-U-30","30","Bank Of Maharashtra Hinjawadi",18.594083,73.729656,"11"
"69","BRTS","100-U","100-U-31","31","Tata Johnsan",18.594354,73.728016,"11"
"70","BRTS","100-U","100-U-32","32","Wipro Company Circle",18.596842,73.718571,"12"
"71","BRTS","100-U","100-U-33","33","Emcure",18.595943,73.713016,"12"
"72","BRTS","100-U","100-U-34","34","Infosys Phase 2",18.593672,73.708373,"13"
"73","BRTS","100-U","100-U-35","35","Power House Hinjawadi",18.58916,73.70516,"13"
"74","BRTS","100-U","100-U-36","36","Tata Motors",18.586665,73.699956,"14"
"75","BRTS","100-U","100-U-37","37","Tech Mahindra",18.581215,73.687763,"14"
"76","BRTS","100-U","100-U-38","38","Hinjawadi Maan Phase 3",18.576539,73.688389,"15"
"77","Non-BRTS","101-D","101-D-00","0","Kondhwa Bk",18.45419,73.89066,"1"
"78","Non-BRTS","101-D","101-D-01","1","Ramdas Maral",18.457354,73.890823,"2"
"79","Non-BRTS","101-D","101-D-02","2","Talab Company",18.461705,73.890321,"2"
"80","Non-BRTS","101-D","101-D-03","3","Kondhwa Police Station",18.46319,73.889488,"2"
"81","Non-BRTS","101-D","101-D-04","4","Chaitanya Vidyalay",18.468647,73.888936,"2"
"82","Non-BRTS","101-D","101-D-05","5","Kondhwa Kh",18.473,73.889113,"3"
"83","Non-BRTS","101-D","101-D-06","6","Kondhwa Shala",18.476033,73.889608,"3"
"84","Non-BRTS","101-D","101-D-07","7","U Co Bank",18.479033,73.89065,"3"
"85","Non-BRTS","101-D","101-D-08","8","Kamela",18.482842,73.890993,"3"
"86","Non-BRTS","101-D","101-D-09","9","Lullanagar",18.485119,73.889547,"4"
"87","Non-BRTS","101-D","101-D-10","10","Netajinagar",18.488081,73.892815,"4"
"88","Non-BRTS","101-D","101-D-11","11","Shinde Chhatri",18.492007,73.894471,"4"
"89","Non-BRTS","101-D","101-D-12","12","Vanwadi Bazar",18.49514,73.89449,"4"
"90","Non-BRTS","101-D","101-D-13","13","Vanwadi Corner",18.498479,73.895317,"5"
"91","Non-BRTS","101-D","101-D-14","14","Military Hospital Vanawadi ",18.501818,73.890816,"5"
"92","Non-BRTS","101-D","101-D-15","15","Limb Center",18.503897,73.887724,"5"
"93","Non-BRTS","101-D","101-D-16","16","Mahatma Gandhi Stand",18.504904,73.882404,"5"
"94","Non-BRTS","101-D","101-D-17","17","Golibar Maidan",18.502202,73.876229,"6"
"95","Non-BRTS","101-D","101-D-18","18","Meera Society",18.501784,73.87231,"6"
"96","Non-BRTS","101-D","101-D-19","19","ST Vibhagiya Karyalay",18.500407,73.866537,"6"
"97","Non-BRTS","101-D","101-D-20","20","Ghorpade Peth",18.499884,73.863814,"6"
"98","Non-BRTS","101-D","101-D-21","21","Swargate Depo",18.500158,73.861415,"7"
"99","Non-BRTS","101-D","101-D-22","22","Nehru Stadium",18.50111,73.85551,"7"
"100","Non-BRTS","101-D","101-D-23","23","Sarasbaug",18.503399,73.853721,"7"
"101","Non-BRTS","101-D","101-D-24","24","Madiwale Colony",18.506132,73.852753,"7"
"102","Non-BRTS","101-D","101-D-25","25","SP College",18.507086,73.85141,"7"
"103","Non-BRTS","101-D","101-D-26","26","Maharashtra Mandal",18.509646,73.847397,"7"
"104","Non-BRTS","101-D","101-D-27","27","Sahitya Parishad",18.510901,73.845717,"8"
"105","Non-BRTS","101-D","101-D-28","28","Deccan Corner",18.513955,73.841853,"8"
"106","Non-BRTS","101-D","101-D-29","29","Garware College",18.512112,73.838403,"8"
"107","Non-BRTS","101-D","101-D-30","30","Sonal Hall",18.510405,73.834854,"8"
"108","Non-BRTS","101-D","101-D-31","31","Nal Stop",18.508895,73.832018,"8"
"109","Non-BRTS","101-D","101-D-32","32","SNDT College",18.507228,73.828329,"9"
"110","Non-BRTS","101-D","101-D-33","33","Paud Phata",18.505422,73.824295,"9"
"111","Non-BRTS","101-D","101-D-34","34","More Vidyalay",18.510395,73.820072,"9"
"112","Non-BRTS","101-D","101-D-35","35","Ideal Colony",18.51017,73.817161,"9"
"113","Non-BRTS","101-D","101-D-36","36","Anandnagar Kothrud",18.509647,73.814515,"9"
"114","Non-BRTS","101-D","101-D-37","37","Jai Bhavaninagar",18.509218,73.811546,"10"
"115","Non-BRTS","101-D","101-D-38","38","Pratiknagar",18.508295,73.810438,"10"
"116","Non-BRTS","101-D","101-D-39","39","Vanaj Corner",18.507359,73.807311,"10"
"117","Non-BRTS","101-D","101-D-40","40","Vanaj Company",18.506992,73.8041,"10"
"118","Non-BRTS","101-D","101-D-41","41","Kachara Depot Kothrud",18.507439,73.799912,"10"
"119","Non-BRTS","101-D","101-D-42","42","Bharatinagar",18.507788,73.796761,"10"
"120","Non-BRTS","101-D","101-D-43","43","Kothrud Depot",18.507906,73.794907,"11"
"121","Non-BRTS","101-U","101-U-00","0","Kothrud Depot",18.507906,73.794907,"1"
"122","Non-BRTS","101-U","101-U-01","1","Bharatinagar",18.507884,73.796801,"1"
"123","Non-BRTS","101-U","101-U-02","2","Kachara Depot Kothrud",18.507548,73.799954,"1"
"124","Non-BRTS","101-U","101-U-03","3","Vanaj Company",18.507148,73.804146,"1"
"125","Non-BRTS","101-U","101-U-04","4","Vanaj Corner",18.507473,73.807289,"1"
"126","Non-BRTS","101-U","101-U-05","5","Pratiknagar",18.508367,73.809884,"1"
"127","Non-BRTS","101-U","101-U-06","6","Jai Bhavaninagar",18.509302,73.811512,"2"
"128","Non-BRTS","101-U","101-U-07","7","Anandnagar Kothrud",18.509693,73.814499,"2"
"129","Non-BRTS","101-U","101-U-08","8","Ideal Colony",18.510847,73.817492,"2"
"130","Non-BRTS","101-U","101-U-09","9","More Vidyalay",18.510205,73.820845,"2"
"131","Non-BRTS","101-U","101-U-10","10","Paud Phata",18.506051,73.826171,"2"
"132","Non-BRTS","101-U","101-U-11","11","SNDT College",18.507301,73.828511,"3"
"133","Non-BRTS","101-U","101-U-12","12","Nal Stop",18.50902,73.831963,"3"
"134","Non-BRTS","101-U","101-U-13","13","Sonal Hall",18.510452,73.834959,"3"
"135","Non-BRTS","101-U","101-U-14","14","Garware College",18.512424,73.838716,"3"
"136","Non-BRTS","101-U","101-U-15","15","Deccan Corner",18.513532,73.841372,"3"
"137","Non-BRTS","101-U","101-U-16","16","Sahitya Parishad",18.510916,73.84572,"4"
"138","Non-BRTS","101-U","101-U-17","17","Maharashtra Mandal",18.509646,73.847397,"4"
"139","Non-BRTS","101-U","101-U-18","18","SP College",18.507086,73.85141,"4"
"140","Non-BRTS","101-U","101-U-19","19","Madiwale Colony",18.506132,73.852753,"4"
"141","Non-BRTS","101-U","101-U-20","20","Hirabaug",18.50435,73.8548,"4"
"142","Non-BRTS","101-U","101-U-21","21","Swargate Corner",18.50173,73.8578,"4"
"143","Non-BRTS","101-U","101-U-22","22","Swargate Depo",18.500535,73.859687,"5"
"144","Non-BRTS","101-U","101-U-23","23","Ghorpade Peth",18.49998,73.863851,"5"
"145","Non-BRTS","101-U","101-U-24","24","ST Vibhagiya Karyalay",18.500575,73.866515,"5"
"146","Non-BRTS","101-U","101-U-25","25","Meera Society",18.501995,73.872246,"5"
"147","Non-BRTS","101-U","101-U-26","26","Golibar Maidan",18.502283,73.876167,"6"
"148","Non-BRTS","101-U","101-U-27","27","Mahatma Gandhi Stand",18.506507,73.882175,"6"
"149","Non-BRTS","101-U","101-U-28","28","Limb Center",18.503999,73.887658,"6"
"150","Non-BRTS","101-U","101-U-29","29","Military Hospital Vanawadi ",18.50174,73.89102,"6"
"151","Non-BRTS","101-U","101-U-30","30","Vanwadi Corner",18.498444,73.895615,"7"
"152","Non-BRTS","101-U","101-U-31","31","Vanwadi Bazar",18.495112,73.894592,"7"
"153","Non-BRTS","101-U","101-U-32","32","Shinde Chhatri",18.492664,73.894238,"7"
"154","Non-BRTS","101-U","101-U-33","33","Netajinagar",18.488081,73.892815,"7"
"155","Non-BRTS","101-U","101-U-34","34","Lullanagar",18.485188,73.889628,"8"
"156","Non-BRTS","101-U","101-U-35","35","Kamela",18.482385,73.891223,"8"
"157","Non-BRTS","101-U","101-U-36","36","U Co Bank",18.478716,73.890724,"8"
"158","Non-BRTS","101-U","101-U-37","37","Kondhwa Shala",18.476982,73.88985,"8"
"159","Non-BRTS","101-U","101-U-38","38","Kondhwa Kh",18.47281,73.889162,"9"
"160","Non-BRTS","101-U","101-U-39","39","Chaitanya Vidyalay",18.468639,73.889038,"9"
"161","Non-BRTS","101-U","101-U-40","40","Kondhwa Police Station",18.462845,73.889767,"9"
"162","Non-BRTS","101-U","101-U-41","41","Talab Company",18.461805,73.890288,"9"
"163","Non-BRTS","101-U","101-U-42","42","Ramdas Maral",18.457354,73.890823,"10"
"164","Non-BRTS","101-U","101-U-43","43","Kondhwa Bk",18.45419,73.89066,"11"
"165","Non-BRTS","102-D","102-D-00","0","Lohgaon",18.595764,73.924774,"1"
"166","Non-BRTS","102-D","102-D-01","1","Panyachi Taki Lohgaon",18.59353,73.922612,"1"
"167","Non-BRTS","102-D","102-D-02","2","Kendriya Vidyalay Lohgaon ",18.59172,73.91687,"1"
"168","Non-BRTS","102-D","102-D-03","3","Officers Mess",18.589834,73.914533,"2"
"169","Non-BRTS","102-D","102-D-04","4","Kalwad",18.585337,73.905136,"2"
"170","Non-BRTS","102-D","102-D-05","5","Burma Shell",18.577938,73.903107,"3"
"171","Non-BRTS","102-D","102-D-06","6","509",18.574501,73.899612,"3"
"172","Non-BRTS","102-D","102-D-07","7","Sanjay Park",18.572208,73.899612,"3"
"173","Non-BRTS","102-D","102-D-08","8","Gaurdroom",18.566015,73.895273,"3"
"174","Non-BRTS","102-D","102-D-09","9","Nagpur Chawl",18.563985,73.893598,"4"
"175","Non-BRTS","102-D","102-D-10","10","Yerwada Post Office",18.559866,73.891774,"4"
"176","Non-BRTS","102-D","102-D-11","11","Vikrikar Karyalay",18.554165,73.890091,"4"
"177","Non-BRTS","102-D","102-D-12","12","Netaji Highschool",18.55201,73.889595,"5"
"178","Non-BRTS","102-D","102-D-13","13","Neeta Park",18.545632,73.888562,"5"
"179","Non-BRTS","102-D","102-D-14","14","Yerawada",18.545026,73.885453,"5"
"180","Non-BRTS","102-D","102-D-15","15","Bundgarden",18.540804,73.883695,"6"
"181","Non-BRTS","102-D","102-D-16","16","Wadia College",18.53597,73.88039,"6"
"182","Non-BRTS","102-D","102-D-17","17","Jehangir Hospital",18.529768,73.875913,"6"
"183","Non-BRTS","102-D","102-D-18","18","Alankar Talkies",18.528458,73.87622,"6"
"184","Non-BRTS","102-D","102-D-19","19","Incometax Office",18.525427,73.876599,"6"
"185","Non-BRTS","102-D","102-D-20","20","GPO",18.523011,73.876202,"6"
"186","Non-BRTS","102-D","102-D-21","21","Collector Kacheri",18.524353,73.871855,"7"
"187","Non-BRTS","102-D","102-D-22","22","Gadital",18.527258,73.864116,"8"
"188","Non-BRTS","102-D","102-D-23","23","RTO",18.529804,73.862656,"8"
"189","Non-BRTS","102-D","102-D-24","24","Engineering College",18.530258,73.854485,"8"
"190","Non-BRTS","102-D","102-D-25","25","COEP Hostel",18.528593,73.852315,"9"
"191","Non-BRTS","102-D","102-D-26","26","Modern HighSchool",18.524627,73.84935,"9"
"192","Non-BRTS","102-D","102-D-27","27","Balgandharv",18.522997,73.848318,"9"
"193","Non-BRTS","102-D","102-D-28","28","Natraj Talkies",18.51926,73.84527,"9"
"194","Non-BRTS","102-D","102-D-29","29","Deccan Gymkhana",18.516741,73.842918,"10"
"195","Non-BRTS","102-D","102-D-30","30","Deccan Corner",18.513955,73.841853,"10"
"196","Non-BRTS","102-D","102-D-31","31","Garware College",18.512112,73.838403,"10"
"197","Non-BRTS","102-D","102-D-32","32","Sonal Hall",18.510405,73.834854,"10"
"198","Non-BRTS","102-D","102-D-33","33","Nal Stop",18.508895,73.832018,"10"
"199","Non-BRTS","102-D","102-D-34","34","SNDT College",18.507228,73.828329,"11"
"200","Non-BRTS","102-D","102-D-35","35","Paud Phata",18.505422,73.824295,"11"
"201","Non-BRTS","102-D","102-D-36","36","More Vidyalay",18.51045,73.819634,"11"
"202","Non-BRTS","102-D","102-D-37","37","Ideal Colony",18.51017,73.817161,"11"
"203","Non-BRTS","102-D","102-D-38","38","Anandnagar Kothrud",18.509647,73.814502,"11"
"204","Non-BRTS","102-D","102-D-39","39","Jai Bhavaninagar",18.509376,73.812227,"12"
"205","Non-BRTS","102-D","102-D-40","40","Pratiknagar",18.508257,73.81027,"12"
"206","Non-BRTS","102-D","102-D-41","41","Vanaj Corner",18.507381,73.807383,"12"
"207","Non-BRTS","102-D","102-D-42","42","Vanaj Company",18.507128,73.805019,"12"
"208","Non-BRTS","102-D","102-D-43","43","Shikshaknagar",18.510285,73.803364,"12"
"209","Non-BRTS","102-D","102-D-44","44","Paramhansnagar",18.512042,73.803147,"13"
"210","Non-BRTS","102-D","102-D-45","45","Shikshaknagar",18.510285,73.803364,"13"
"211","Non-BRTS","102-D","102-D-46","46","Kachara Depot Kothrud",18.507439,73.799912,"13"
"212","Non-BRTS","102-D","102-D-47","47","Bharatinagar",18.507788,73.796761,"13"
"213","Non-BRTS","102-D","102-D-48","48","Kothrud Depot",18.507906,73.794907,"14"
"214","Non-BRTS","102-U","102-U-00","0","Kothrud Depot",18.507906,73.794907,"1"
"215","Non-BRTS","102-U","102-U-01","1","Bharatinagar",18.507906,73.79675,"1"
"216","Non-BRTS","102-U","102-U-02","2","Kachara Depot Kothrud",18.507551,73.799908,"1"
"217","Non-BRTS","102-U","102-U-03","3","Shikshaknagar",18.509734,73.803396,"1"
"218","Non-BRTS","102-U","102-U-04","4","Paramhansnagar",18.512165,73.803112,"2"
"219","Non-BRTS","102-U","102-U-05","5","Shikshaknagar",18.509734,73.803396,"2"
"220","Non-BRTS","102-U","102-U-06","6","Vanaj Company",18.507205,73.805158,"2"
"221","Non-BRTS","102-U","102-U-07","7","Vanaj Corner",18.507473,73.807289,"2"
"222","Non-BRTS","102-U","102-U-08","8","Pratiknagar",18.508357,73.809815,"2"
"223","Non-BRTS","102-U","102-U-09","9","Jai Bhavaninagar",18.509302,73.811528,"3"
"224","Non-BRTS","102-U","102-U-10","10","Anandnagar Kothrud",18.509693,73.814499,"3"
"225","Non-BRTS","102-U","102-U-11","11","Ideal Colony",18.510847,73.817492,"3"
"226","Non-BRTS","102-U","102-U-12","12","More Vidyalay",18.510875,73.819868,"3"
"227","Non-BRTS","102-U","102-U-13","13","Paud Phata",18.506051,73.826171,"3"
"228","Non-BRTS","102-U","102-U-14","14","SNDT College",18.507301,73.828511,"4"
"229","Non-BRTS","102-U","102-U-15","15","Nal Stop",18.50902,73.831963,"4"
"230","Non-BRTS","102-U","102-U-16","16","Sonal Hall",18.510452,73.834959,"4"
"231","Non-BRTS","102-U","102-U-17","17","Garware College",18.512424,73.838716,"4"
"232","Non-BRTS","102-U","102-U-18","18","Deccan Corner",18.513532,73.841372,"4"
"233","Non-BRTS","102-U","102-U-19","19","Goodluck Chowk",18.517554,73.841565,"5"
"234","Non-BRTS","102-U","102-U-20","20","Fergusson College",18.522284,73.840946,"5"
"235","Non-BRTS","102-U","102-U-21","21","Dnyaneshwar Paduka",18.5264,73.841896,"5"
"236","Non-BRTS","102-U","102-U-22","22","Police Ground",18.530705,73.844133,"5"
"237","Non-BRTS","102-U","102-U-23","23","Simla Office",18.530306,73.849098,"5"
"238","Non-BRTS","102-U","102-U-24","24","Lokmangal",18.53008,73.85076,"6"
"239","Non-BRTS","102-U","102-U-25","25","Engineering College",18.530093,73.856675,"6"
"240","Non-BRTS","102-U","102-U-26","26","RTO",18.529658,73.86273,"6"
"241","Non-BRTS","102-U","102-U-27","27","Gadital",18.527127,73.864549,"7"
"242","Non-BRTS","102-U","102-U-28","28","Ambedkar Bhavan",18.524302,73.870437,"7"
"243","Non-BRTS","102-U","102-U-29","29","Sasoon Hospital",18.525642,73.872047,"7"
"244","Non-BRTS","102-U","102-U-30","30","Pune Station",18.528343,73.874137,"8"
"245","Non-BRTS","102-U","102-U-31","31","Ruby Hall",18.53315,73.878084,"8"
"246","Non-BRTS","102-U","102-U-32","32","Guruprasad Bungalow",18.536776,73.880954,"8"
"247","Non-BRTS","102-U","102-U-33","33","Bundgarden",18.540947,73.883532,"9"
"248","Non-BRTS","102-U","102-U-34","34","Yerawada",18.54537,73.88532,"9"
"249","Non-BRTS","102-U","102-U-35","35","Neeta Park",18.545792,73.888033,"9"
"250","Non-BRTS","102-U","102-U-36","36","Netaji Highschool",18.55204,73.889488,"10"
"251","Non-BRTS","102-U","102-U-37","37","Vikrikar Karyalay",18.555959,73.890432,"10"
"252","Non-BRTS","102-U","102-U-38","38","Yerwada Post Office",18.559306,73.891414,"10"
"253","Non-BRTS","102-U","102-U-39","39","Nagpur Chawl",18.564034,73.893456,"11"
"254","Non-BRTS","102-U","102-U-40","40","Gaurdroom",18.565645,73.894787,"11"
"255","Non-BRTS","102-U","102-U-41","41","Sanjay Park",18.572214,73.899531,"11"
"256","Non-BRTS","102-U","102-U-42","42","509",18.574546,73.899543,"11"
"257","Non-BRTS","102-U","102-U-43","43","Burma Shell",18.577971,73.903098,"12"
"258","Non-BRTS","102-U","102-U-44","44","Kalwad",18.585317,73.905087,"12"
"259","Non-BRTS","102-U","102-U-45","45","Officers Mess",18.590681,73.915458,"13"
"260","Non-BRTS","102-U","102-U-46","46","Kendriya Vidyalay Lohgaon",18.59181,73.91704,"13"
"261","Non-BRTS","102-U","102-U-47","47","Panyachi Taki Lohgaon",18.59354,73.922604,"13"
"262","Non-BRTS","102-U","102-U-48","48","Lohgaon",18.595764,73.924774,"14"
"263","Non-BRTS","103A-D","103A-D-00","0","Hinjawadi Maan Phase 3",18.576553,73.688178,"1"
"264","Non-BRTS","103A-D","103A-D-01","1","Mahindra Tech",18.581103,73.687598,"1"
"265","Non-BRTS","103A-D","103A-D-02","2","Tata Motors",18.586817,73.699879,"2"
"266","Non-BRTS","103A-D","103A-D-03","3","Power House Hinjawadi",18.58899,73.7054,"2"
"267","Non-BRTS","103A-D","103A-D-04","4","Infosys Phase 2",18.593516,73.707679,"3"
"268","Non-BRTS","103A-D","103A-D-05","5","Emcure",18.596016,73.712765,"3"
"269","Non-BRTS","103A-D","103A-D-06","6","Wipro Company Circle",18.596911,73.718287,"4"
"270","Non-BRTS","103A-D","103A-D-07","7","Tata Johnsan",18.594508,73.728077,"4"
"271","Non-BRTS","103A-D","103A-D-08","8","Geometric",18.593317,73.732536,"4"
"272","Non-BRTS","103A-D","103A-D-09","9","Siemens",18.587633,73.733312,"4"
"273","Non-BRTS","103A-D","103A-D-10","10","Infosys Phase 1",18.586529,73.733807,"5"
"274","Non-BRTS","103A-D","103A-D-11","11","Shivaji Chowk Hinjawadi",18.591606,73.738883,"5"
"275","Non-BRTS","103A-D","103A-D-12","12","Hinjawadi Jakat Naka",18.59585,73.74031,"6"
"276","Non-BRTS","103A-D","103A-D-13","13","Sawtamali Mandir",18.592078,73.754691,"6"
"277","Non-BRTS","103A-D","103A-D-14","14","Wakad Bridge",18.592183,73.756818,"7"
"278","Non-BRTS","103A-D","103A-D-15","15","Digambar Marble",18.582949,73.760815,"7"
"279","Non-BRTS","103A-D","103A-D-16","16","Balewadi Stadium",18.574834,73.763761,"8"
"280","Non-BRTS","103A-D","103A-D-17","17","Yashoda Niwas",18.564078,73.767816,"8"
"281","Non-BRTS","103A-D","103A-D-18","18","Girme Park",18.548395,73.773443,"9"
"282","Non-BRTS","103A-D","103A-D-19","19","West Wing Society",18.54822,73.77373,"9"
"283","Non-BRTS","103A-D","103A-D-20","20","Suskhind Phata",18.547318,73.772755,"9"
"284","Non-BRTS","103A-D","103A-D-21","21","Abhinav College",18.545238,73.778687,"10"
"285","Non-BRTS","103A-D","103A-D-22","22","Pandavnagar Pashan",18.54404,73.78277,"10"
"286","Non-BRTS","103A-D","103A-D-23","23","Sai Chowk Pashan Sus Road",18.54358,73.78568,"10"
"287","Non-BRTS","103A-D","103A-D-24","24","Vishwakarma",18.54328,73.7868,"10"
"288","Non-BRTS","103A-D","103A-D-25","25","Balaji Mandir",18.54267,73.79015,"10"
"289","Non-BRTS","103A-D","103A-D-26","26","Dattamandir Pashan Road",18.54158,73.79195,"10"
"290","Non-BRTS","103A-D","103A-D-27","27","Kokate Aali",18.539475,73.793939,"11"
"291","Non-BRTS","103A-D","103A-D-28","28","Pashan Naka",18.538037,73.797096,"11"
"292","Non-BRTS","103A-D","103A-D-29","29","MES Pumping Station",18.536562,73.795668,"11"
"293","Non-BRTS","103A-D","103A-D-30","30","ARDE Colony",18.533527,73.793763,"12"
"294","Non-BRTS","103A-D","103A-D-31","31","Pashan Tank Rasta",18.526654,73.78674,"12"
"295","Non-BRTS","103A-D","103A-D-32","32","Bharat Ele Company",18.526118,73.781996,"13"
"296","Non-BRTS","103A-D","103A-D-33","33","Bavdhan Phata",18.519627,73.778837,"13"
"297","Non-BRTS","103A-D","103A-D-34","34","Bavdhangaon",18.515385,73.782143,"13"
"298","Non-BRTS","103A-D","103A-D-35","35","Shindenagar Bawdhan",18.512221,73.782226,"13"
"299","Non-BRTS","103A-D","103A-D-36","36","Chandani Chowk",18.507585,73.784913,"14"
"300","Non-BRTS","103A-D","103A-D-37","37","Shinde Farm",18.508467,73.789879,"14"
"301","Non-BRTS","103A-D","103A-D-38","38","Kothrud Depot",18.508068,73.795788,"15"
"302","Non-BRTS","103A-D","103A-D-39","39","Bharatinagar",18.50787,73.797049,"15"
"303","Non-BRTS","103A-D","103A-D-40","40","Kachara Depot Kothrud",18.507567,73.799753,"15"
"304","Non-BRTS","103A-D","103A-D-41","41","Vanaj Company",18.507143,73.80392,"15"
