"","Route.Type","Route","Stop.Code","Stop.Seq","Stop.Name","LAT","LONG","Stage"
"1951","Non-BRTS","119-U","119-U-42","42","Charholi Phata",18.662834,73.886803,"12"
"1952","Non-BRTS","119-U","119-U-43","43","Katevasti",18.666598,73.889142,"12"
"1953","Non-BRTS","119-U","119-U-44","44","Kalewadi Pump",18.668107,73.890218,"12"
"1954","Non-BRTS","119-U","119-U-45","45","Dehu Phata",18.670034,73.891174,"12"
"1955","Non-BRTS","119-U","119-U-46","46","ST Stand Alandi",18.672512,73.892479,"13"
"1956","Non-BRTS","119-U","119-U-47","47","Alandi",18.674537,73.897353,"14"
"1957","Non-BRTS","11-D","11-D-00","0","Pimplegurav",18.592905,73.818933,"1"
"1958","Non-BRTS","11-D","11-D-01","1","Suvarnpark",18.591133,73.819583,"1"
"1959","Non-BRTS","11-D","11-D-02","2","Pooja Hospital",18.589834,73.819584,"1"
"1960","Non-BRTS","11-D","11-D-03","3","Ramkrushna Mangal Karyalay",18.58547,73.821967,"2"
"1961","Non-BRTS","11-D","11-D-04","4","Raviraj Hotel",18.583233,73.8243,"2"
"1962","Non-BRTS","11-D","11-D-05","5","Shitaladevi Chowk Pimplegurav",18.582254,73.829611,"2"
"1963","Non-BRTS","11-D","11-D-06","6","Dapodi Mantri Niketan",18.579992,73.830275,"2"
"1964","Non-BRTS","11-D","11-D-07","7","Shivaji Maharaj Putla Dapodi",18.576109,73.830727,"2"
"1965","Non-BRTS","11-D","11-D-08","8","Buddha Vihar Dapodi",18.574483,73.832517,"3"
"1966","Non-BRTS","11-D","11-D-09","9","Chhajed Petrol Pump",18.572944,73.834535,"3"
"1967","Non-BRTS","11-D","11-D-10","10","Bopodi",18.571459,73.838223,"3"
"1968","Non-BRTS","11-D","11-D-11","11","Manajibaug",18.569989,73.841404,"3"
"1969","Non-BRTS","11-D","11-D-12","12","Alegaonkar Shala",18.568105,73.845344,"3"
"1970","Non-BRTS","11-D","11-D-13","13","Khadki Bazar",18.566313,73.848465,"4"
"1971","Non-BRTS","11-D","11-D-14","14","Ammunition Factory Road",18.562868,73.852239,"4"
"1972","Non-BRTS","11-D","11-D-15","15","Methodist Church",18.557551,73.854843,"4"
"1973","Non-BRTS","11-D","11-D-16","16","Surgeon Quarters",18.554978,73.856311,"4"
"1974","Non-BRTS","11-D","11-D-17","17","Mula Road",18.550383,73.85555,"5"
"1975","Non-BRTS","11-D","11-D-18","18","Mariaai Gate",18.542263,73.85161,"5"
"1976","Non-BRTS","11-D","11-D-19","19","Wakdewadi",18.539582,73.851038,"5"
"1977","Non-BRTS","11-D","11-D-20","20","Labour Office",18.535206,73.851352,"5"
"1978","Non-BRTS","11-D","11-D-21","21","Patil Estate",18.531523,73.854272,"6"
"1979","Non-BRTS","11-D","11-D-22","22","COEP Hostel",18.528593,73.852315,"6"
"1980","Non-BRTS","11-D","11-D-23","23","Shivaji Maharaj Putla",18.525956,73.853622,"6"
"1981","Non-BRTS","11-D","11-D-24","24","Ma Na Pa Nava Pul",18.52402,73.85409,"6"
"1982","Non-BRTS","11-D","11-D-25","25","Kasba Peth Police Chowky",18.519801,73.856144,"6"
"1983","Non-BRTS","11-D","11-D-26","26","Vasant Talkies",18.517472,73.856253,"7"
"1984","Non-BRTS","11-D","11-D-27","27","Gadikhana",18.515099,73.856396,"7"
"1985","Non-BRTS","11-D","11-D-28","28","Shahu Chowk",18.509086,73.857978,"7"
"1986","Non-BRTS","11-D","11-D-29","29","Shivaji Maratha Highschool",18.506804,73.858079,"7"
"1987","Non-BRTS","11-D","11-D-30","30","Gokul Bhavan",18.501667,73.858633,"7"
"1988","Non-BRTS","11-D","11-D-31","31","Swargate",18.500441,73.859475,"8"
"1989","Non-BRTS","11-D","11-D-32","32","Lakshminarayan",18.496895,73.858215,"8"
"1990","Non-BRTS","11-D","11-D-33","33","ST Colony",18.49301,73.857955,"8"
"1991","Non-BRTS","11-D","11-D-34","34","Bhapkar Petrol Pump",18.489664,73.857645,"8"
"1992","Non-BRTS","11-D","11-D-35","35","Bhaji Market",18.489505,73.8639,"8"
"1993","Non-BRTS","11-D","11-D-36","36","Shivaji Maharaj Putla Marketyard",18.489253,73.867847,"9"
"1994","Non-BRTS","11-D","11-D-37","37","Godown Gultekdi",18.48945,73.869518,"9"
"1995","Non-BRTS","11-D","11-D-38","38","Marketyard",18.4837,73.8714,"10"
"1996","Non-BRTS","11K-D","11K-D-00","0","Kalpataru Society Pimplegurav",18.601257,73.817573,"1"
"1997","Non-BRTS","11K-D","11K-D-01","1","Srushti Chowk",18.59701,73.81723,"1"
"1998","Non-BRTS","11K-D","11K-D-02","2","Pimplegurav",18.592905,73.818933,"2"
"1999","Non-BRTS","11K-D","11K-D-03","3","Lakshminagar Galli Number 1",18.59276,73.81982,"2"
"2000","Non-BRTS","11K-D","11K-D-04","4","Devkar Park",18.58911,73.81989,"2"
"2001","Non-BRTS","11K-D","11K-D-05","5","Pancharatnanagar",18.58736,73.82072,"2"
"2002","Non-BRTS","11K-D","11K-D-06","6","Ramkrushna Mangal Karyalay",18.58565,73.82184,"3"
"2003","Non-BRTS","11K-D","11K-D-07","7","Raviraj Hotel",18.5833,73.82419,"3"
"2004","Non-BRTS","11K-D","11K-D-08","8","Shitaladevi Chowk Pimplegurav",18.582268,73.829641,"3"
"2005","Non-BRTS","11K-D","11K-D-09","9","Dapodi Mantri Niketan",18.579977,73.830302,"3"
"2006","Non-BRTS","11K-D","11K-D-10","10","Shivaji Maharaj Putla Dapodi",18.576109,73.830727,"3"
"2007","Non-BRTS","11K-D","11K-D-11","11","Buddha Vihar Dapodi",18.574552,73.832486,"4"
"2008","Non-BRTS","11K-D","11K-D-12","12","Chhajed Petrol Pump",18.572944,73.834535,"4"
"2009","Non-BRTS","11K-D","11K-D-13","13","Bopodi",18.572582,73.837071,"4"
"2010","Non-BRTS","11K-D","11K-D-14","14","Manajibaug",18.5699,73.841317,"4"
"2011","Non-BRTS","11K-D","11K-D-15","15","Alegaonkar Shala",18.56791,73.84557,"4"
"2012","Non-BRTS","11K-D","11K-D-16","16","Khadki Bazar",18.566313,73.848465,"5"
"2013","Non-BRTS","11K-D","11K-D-17","17","Ammunition Factory Road",18.562868,73.852239,"5"
"2014","Non-BRTS","11K-D","11K-D-18","18","Methodist Church",18.55848,73.85498,"5"
"2015","Non-BRTS","11K-D","11K-D-19","19","Surgeon Quarters",18.55732,73.85819,"5"
"2016","Non-BRTS","11K-D","11K-D-20","20","Mula Road",18.55005,73.85526,"6"
"2017","Non-BRTS","11K-D","11K-D-21","21","Mariaai Gate",18.542263,73.85161,"6"
"2018","Non-BRTS","11K-D","11K-D-22","22","Wakdewadi",18.539582,73.851038,"6"
"2019","Non-BRTS","11K-D","11K-D-23","23","Labour Office",18.535206,73.851352,"6"
"2020","Non-BRTS","11K-D","11K-D-24","24","Patil Estate",18.531523,73.854272,"7"
"2021","Non-BRTS","11K-D","11K-D-25","25","COEP Hostel",18.528593,73.852315,"7"
"2022","Non-BRTS","11K-D","11K-D-26","26","Shivaji Maharaj Putla",18.525956,73.853622,"7"
"2023","Non-BRTS","11K-D","11K-D-27","27","Ma Na Pa Nava Pul",18.52402,73.85409,"7"
"2024","Non-BRTS","11K-D","11K-D-28","28","Kasba Peth Police Chowky",18.51978,73.8562,"7"
"2025","Non-BRTS","11K-D","11K-D-29","29","Vasant Talkies",18.51747,73.85627,"8"
"2026","Non-BRTS","11K-D","11K-D-30","30","Gadikhana",18.51133,73.85786,"8"
"2027","Non-BRTS","11K-D","11K-D-31","31","Shahu Chowk",18.508937,73.858005,"8"
"2028","Non-BRTS","11K-D","11K-D-32","32","Shivaji Maratha Highschool",18.506742,73.858107,"8"
"2029","Non-BRTS","11K-D","11K-D-33","33","Gokul Bhavan",18.501716,73.858637,"8"
"2030","Non-BRTS","11K-D","11K-D-34","34","Swargate",18.500441,73.859475,"9"
"2031","Non-BRTS","11K-D","11K-D-35","35","Lakshminarayan",18.496895,73.858215,"9"
"2032","Non-BRTS","11K-D","11K-D-36","36","ST Colony",18.49301,73.857955,"9"
"2033","Non-BRTS","11K-D","11K-D-37","37","Bhapkar Petrol Pump",18.489664,73.857645,"9"
"2034","Non-BRTS","11K-D","11K-D-38","38","Aranyeshwar Corner",18.486381,73.857675,"9"
"2035","Non-BRTS","11K-D","11K-D-39","39","Natubaug",18.48103,73.857167,"10"
"2036","Non-BRTS","11K-D","11K-D-40","40","Padmawati",18.477347,73.857244,"10"
"2037","Non-BRTS","11K-D","11K-D-41","41","Shankar Maharaj Math",18.470738,73.857234,"10"
"2038","Non-BRTS","11K-D","11K-D-42","42","Balajinagar",18.464405,73.858154,"11"
"2039","Non-BRTS","11K-D","11K-D-43","43","Bharati Vidyapeeth Gate",18.457434,73.8582,"11"
"2040","Non-BRTS","11K-D","11K-D-44","44","Sarpodyan",18.454675,73.85853,"11"
"2041","Non-BRTS","11K-D","11K-D-45","45","Morebaug",18.449848,73.858307,"11"
"2042","Non-BRTS","11K-D","11K-D-46","46","Katraj",18.447486,73.859609,"12"
"2043","Non-BRTS","11K-U","11K-U-00","0","Katraj",18.446561,73.858869,"1"
"2044","Non-BRTS","11K-U","11K-U-01","1","Morebaug",18.449829,73.858087,"1"
"2045","Non-BRTS","11K-U","11K-U-02","2","Sarpodyan",18.453916,73.85836,"1"
"2046","Non-BRTS","11K-U","11K-U-03","3","Bharati Vidyapeeth Gate",18.457616,73.858154,"1"
"2047","Non-BRTS","11K-U","11K-U-04","4","Balajinagar",18.464558,73.857973,"2"
"2048","Non-BRTS","11K-U","11K-U-05","5","Shankar Maharaj Math",18.470349,73.857067,"2"
"2049","Non-BRTS","11K-U","11K-U-06","6","Padmawati",18.47736,73.85701,"2"
"2050","Non-BRTS","11K-U","11K-U-07","7","Natubaug",18.481595,73.857094,"3"
"2051","Non-BRTS","11K-U","11K-U-08","8","Aranyeshwar Corner",18.486482,73.857507,"3"
"2052","Non-BRTS","11K-U","11K-U-09","9","Bhapkar Petrol Pump",18.48971,73.85765,"3"
"2053","Non-BRTS","11K-U","11K-U-10","10","ST Colony",18.49361,73.857798,"3"
"2054","Non-BRTS","11K-U","11K-U-11","11","Lakshminarayan",18.496397,73.857896,"3"
"2055","Non-BRTS","11K-U","11K-U-12","12","Swargate",18.499353,73.858142,"4"
"2056","Non-BRTS","11K-U","11K-U-13","13","Sarasbaug",18.503333,73.853667,"4"
"2057","Non-BRTS","11K-U","11K-U-14","14","Bhikardas Maruti",18.508287,73.853743,"4"
"2058","Non-BRTS","11K-U","11K-U-15","15","Shanipar",18.51223,73.853783,"4"
"2059","Non-BRTS","11K-U","11K-U-16","16","Appa Balawant Chowk",18.51552,73.853753,"5"
"2060","Non-BRTS","11K-U","11K-U-17","17","Dakshinmukhi Maruti",18.518182,73.853902,"5"
"2061","Non-BRTS","11K-U","11K-U-18","18","Shaniwarwada",18.519554,73.854472,"5"
"2062","Non-BRTS","11K-U","11K-U-19","19","Ma Na Pa Nava Pul",18.52391,73.85407,"5"
"2063","Non-BRTS","11K-U","11K-U-20","20","Shivaji Maharaj Putla",18.526309,73.852866,"5"
"2064","Non-BRTS","11K-U","11K-U-21","21","Lokmangal",18.53008,73.85076,"5"
"2065","Non-BRTS","11K-U","11K-U-22","22","Patil Estate",18.531145,73.854294,"6"
"2066","Non-BRTS","11K-U","11K-U-23","23","Labour Office",18.534933,73.851497,"6"
"2067","Non-BRTS","11K-U","11K-U-24","24","Wakdewadi",18.53985,73.85086,"6"
"2068","Non-BRTS","11K-U","11K-U-25","25","Mariaai Gate",18.542025,73.85132,"6"
"2069","Non-BRTS","11K-U","11K-U-26","26","Poultry Farm Mumbai Road",18.546908,73.851676,"6"
"2070","Non-BRTS","11K-U","11K-U-27","27","Mula Road",18.55005,73.85526,"7"
"2071","Non-BRTS","11K-U","11K-U-28","28","Surgeon Quarters",18.55732,73.85819,"7"
"2072","Non-BRTS","11K-U","11K-U-29","29","Methodist Church",18.55848,73.85498,"7"
"2073","Non-BRTS","11K-U","11K-U-30","30","Ammunition Factory Road",18.56166,73.852728,"7"
"2074","Non-BRTS","11K-U","11K-U-31","31","Khadki Bazar",18.56636,73.848461,"8"
"2075","Non-BRTS","11K-U","11K-U-32","32","Alegaonkar Shala",18.56791,73.84557,"8"
"2076","Non-BRTS","11K-U","11K-U-33","33","Manajibaug",18.5699,73.841317,"8"
"2077","Non-BRTS","11K-U","11K-U-34","34","Bopodi",18.5705,73.83791,"8"
"2078","Non-BRTS","11K-U","11K-U-35","35","Chhajed Petrol Pump",18.573015,73.834681,"8"
"2079","Non-BRTS","11K-U","11K-U-36","36","Buddha Vihar Dapodi",18.574521,73.832491,"9"
"2080","Non-BRTS","11K-U","11K-U-37","37","Shivaji Maharaj Putla Dapodi",18.576005,73.830724,"9"
"2081","Non-BRTS","11K-U","11K-U-38","38","Dapodi Mantri Niketan",18.58,73.830117,"9"
"2082","Non-BRTS","11K-U","11K-U-39","39","Shitaladevi Chowk Pimplegurav",18.58215,73.829617,"9"
"2083","Non-BRTS","11K-U","11K-U-40","40","Raviraj Hotel",18.5833,73.82419,"9"
"2084","Non-BRTS","11K-U","11K-U-41","41","Ramkrushna Mangal Karyalay",18.58565,73.82184,"10"
"2085","Non-BRTS","11K-U","11K-U-42","42","Devkar Park",18.58911,73.81989,"10"
"2086","Non-BRTS","11K-U","11K-U-43","43","Lakshminagar Galli Number 1",18.59276,73.81982,"10"
"2087","Non-BRTS","11K-U","11K-U-44","44","Pimplegurav",18.593117,73.818872,"11"
"2088","Non-BRTS","11K-U","11K-U-45","45","Srushti Chowk",18.59693,73.81689,"11"
"2089","Non-BRTS","11K-U","11K-U-46","46","Bhairavnagar Pimplegurav",18.59715,73.81324,"12"
"2090","Non-BRTS","11K-U","11K-U-47","47","Sudarshannagar",18.5985,73.81199,"12"
"2091","Non-BRTS","11K-U","11K-U-48","48","Jawalkarnagar",18.59926,73.81203,"12"
"2092","Non-BRTS","11K-U","11K-U-49","49","Kalpataru Society Pimplegurav",18.602107,73.817231,"13"
"2093","Non-BRTS","11-U","11-U-00","0","Marketyard",18.4837,73.8714,"1"
"2094","Non-BRTS","11-U","11-U-01","1","Godown Gultekdi",18.489333,73.869867,"1"
"2095","Non-BRTS","11-U","11-U-02","2","Shivaji Maharaj Putla Marketyard",18.48915,73.868233,"2"
"2096","Non-BRTS","11-U","11-U-03","3","Bhaji Market",18.489469,73.863187,"2"
"2097","Non-BRTS","11-U","11-U-04","4","Bhapkar Petrol Pump",18.489316,73.859384,"2"
"2098","Non-BRTS","11-U","11-U-05","5","ST Colony",18.49361,73.857798,"2"
"2099","Non-BRTS","11-U","11-U-06","6","Lakshminarayan",18.496397,73.857896,"2"
"2100","Non-BRTS","11-U","11-U-07","7","Swargate",18.499353,73.858142,"3"
"2101","Non-BRTS","11-U","11-U-08","8","Sarasbaug",18.503333,73.853667,"3"
"2102","Non-BRTS","11-U","11-U-09","9","Bhikardas Maruti",18.508233,73.853717,"3"
"2103","Non-BRTS","11-U","11-U-10","10","Shanipar",18.512283,73.8538,"3"
"2104","Non-BRTS","11-U","11-U-11","11","Appa Balawant Chowk",18.51552,73.853753,"4"
"2105","Non-BRTS","11-U","11-U-12","12","Shaniwarwada",18.519554,73.854472,"4"
"2106","Non-BRTS","11-U","11-U-13","13","Ma Na Pa Nava Pul",18.52391,73.85407,"4"
"2107","Non-BRTS","11-U","11-U-14","14","Shivaji Maharaj Putla",18.526309,73.852866,"4"
"2108","Non-BRTS","11-U","11-U-15","15","Lokmangal",18.53008,73.85076,"4"
"2109","Non-BRTS","11-U","11-U-16","16","Patil Estate",18.531145,73.854294,"5"
"2110","Non-BRTS","11-U","11-U-17","17","Labour Office",18.534933,73.851497,"5"
"2111","Non-BRTS","11-U","11-U-18","18","Wakdewadi",18.53985,73.85086,"5"
"2112","Non-BRTS","11-U","11-U-19","19","Mariaai Gate",18.542025,73.85132,"5"
"2113","Non-BRTS","11-U","11-U-20","20","Poultry Farm Mumbai Road",18.546908,73.851676,"5"
"2114","Non-BRTS","11-U","11-U-21","21","Mula Road",18.549867,73.85525,"6"
"2115","Non-BRTS","11-U","11-U-22","22","Surgeon Quarters",18.554977,73.856273,"6"
"2116","Non-BRTS","11-U","11-U-23","23","Methodist Church",18.558255,73.854435,"6"
"2117","Non-BRTS","11-U","11-U-24","24","Ammunition Factory Road",18.56166,73.852728,"6"
"2118","Non-BRTS","11-U","11-U-25","25","Khadki Bazar",18.56636,73.848461,"7"
"2119","Non-BRTS","11-U","11-U-26","26","Alegaonkar Shala",18.568059,73.845331,"7"
"2120","Non-BRTS","11-U","11-U-27","27","Manajibaug",18.569778,73.841774,"7"
"2121","Non-BRTS","11-U","11-U-28","28","Bopodi",18.5705,73.83791,"7"
"2122","Non-BRTS","11-U","11-U-29","29","Chhajed Petrol Pump",18.573015,73.834681,"7"
"2123","Non-BRTS","11-U","11-U-30","30","Buddha Vihar Dapodi",18.574483,73.832521,"8"
"2124","Non-BRTS","11-U","11-U-31","31","Shivaji Maharaj Putla Dapodi",18.576005,73.830724,"8"
"2125","Non-BRTS","11-U","11-U-32","32","Dapodi Mantri Niketan",18.580004,73.830154,"8"
"2126","Non-BRTS","11-U","11-U-33","33","Shitaladevi Chowk Pimplegurav",18.58215,73.829617,"8"
"2127","Non-BRTS","11-U","11-U-34","34","Ramkrushna Mangal Karyalay",18.584841,73.822645,"9"
"2128","Non-BRTS","11-U","11-U-35","35","Raviraj Hotel",18.586223,73.821378,"9"
"2129","Non-BRTS","11-U","11-U-36","36","Pooja Hospital",18.589808,73.819603,"9"
"2130","Non-BRTS","11-U","11-U-37","37","Suvarnpark",18.591133,73.819583,"9"
"2131","Non-BRTS","11-U","11-U-38","38","Pimplegurav",18.593117,73.818872,"10"
"2132","Non-BRTS","120-D","120-D-00","0","Indoorance System Chakan Mhalunge",18.742443,73.806652,"1"
"2133","Non-BRTS","120-D","120-D-01","1","Suvarna Fabricators",18.742443,73.806652,"1"
"2134","Non-BRTS","120-D","120-D-02","2","MIDC Phata",18.754092,73.80554,"1"
"2135","Non-BRTS","120-D","120-D-03","3","Mhalunge Phata Chakan",18.754901,73.808505,"2"
"2136","Non-BRTS","120-D","120-D-04","4","Lumax Company",18.757293,73.813848,"2"
"2137","Non-BRTS","120-D","120-D-05","5","Cores Company",18.758976,73.819849,"3"
"2138","Non-BRTS","120-D","120-D-06","6","IBP Pump",18.760063,73.826332,"3"
"2139","Non-BRTS","120-D","120-D-07","7","Pancharatna Complex",18.759087,73.833875,"3"
"2140","Non-BRTS","120-D","120-D-08","8","Kharabwadi",18.75733,73.841873,"4"
"2141","Non-BRTS","120-D","120-D-09","9","Ranubaimala",18.755602,73.851212,"4"
"2142","Non-BRTS","120-D","120-D-10","10","Pegra Gron Company",18.755145,73.855542,"4"
"2143","Non-BRTS","120-D","120-D-11","11","Chakan Talegaon Chowk",18.75539,73.858777,"5"
"2144","Non-BRTS","120-D","120-D-12","12","Balaji Petrol Pump",18.742121,73.859207,"5"
"2145","Non-BRTS","120-D","120-D-13","13","Vijay Oil Mill",18.741397,73.859117,"5"
"2146","Non-BRTS","120-D","120-D-14","14","Gavtevasti",18.737308,73.85764,"5"
"2147","Non-BRTS","120-D","120-D-15","15","Alandi Phata",18.731478,73.8563,"6"
"2148","Non-BRTS","120-D","120-D-16","16","Spicer India Company",18.722692,73.852077,"6"
"2149","Non-BRTS","120-D","120-D-17","17","Kalyani Forge",18.717353,73.849322,"6"
"2150","Non-BRTS","120-D","120-D-18","18","Sandesh Model Colony",18.716102,73.848747,"6"
"2151","Non-BRTS","120-D","120-D-19","19","Kuruli Phata",18.715336,73.848473,"7"
"2152","Non-BRTS","120-D","120-D-20","20","Gaikwadvasti Nasik Road",18.708272,73.848268,"7"
"2153","Non-BRTS","120-D","120-D-21","21","Chimbli Phata",18.69599,73.84758,"8"
"2154","Non-BRTS","120-D","120-D-22","22","Indrayani Hotel",18.687997,73.846575,"8"
"2155","Non-BRTS","120-D","120-D-23","23","Hud Company",18.685523,73.846797,"8"
"2156","Non-BRTS","120-D","120-D-24","24","Nageshwar Vidyalay",18.680437,73.848685,"8"
"2157","Non-BRTS","120-D","120-D-25","25","Moshigaon",18.676792,73.84964,"9"
"2158","Non-BRTS","120-D","120-D-26","26","Chaudhari Dhaba",18.673378,73.848848,"9"
"2159","Non-BRTS","120-D","120-D-27","27","Bankarvasti",18.671238,73.848419,"9"
"2160","Non-BRTS","120-D","120-D-28","28","Boratevasti Nasik Road",18.665194,73.848778,"10"
"2161","Non-BRTS","120-D","120-D-29","29","Moshi Jakat Naka",18.662147,73.848677,"10"
"2162","Non-BRTS","120-D","120-D-30","30","Tanna Products",18.650517,73.850277,"10"
"2163","Non-BRTS","120-D","120-D-31","31","Vakhar Mahamandal Bhosari",18.647688,73.850601,"10"
"2164","Non-BRTS","120-D","120-D-32","32","Panjarpol",18.643652,73.850403,"10"
"2165","Non-BRTS","120-D","120-D-33","33","Sadgurunagar",18.633978,73.84959,"11"
"2166","Non-BRTS","120-D","120-D-34","34","Dhawdevasti",18.62995,73.850733,"11"
"2167","Non-BRTS","120-D","120-D-35","35","Bhosari Terminal",18.62418,73.85158,"12"
"2168","Non-BRTS","120-D","120-D-36","36","Atlas Company",18.618634,73.849989,"12"
"2169","Non-BRTS","120-D","120-D-37","37","Century Enka Colony",18.615612,73.846482,"12"
"2170","Non-BRTS","120-D","120-D-38","38","Optonica Company",18.617318,73.843903,"12"
"2171","Non-BRTS","120-D","120-D-39","39","Landewadi",18.619771,73.841165,"13"
"2172","Non-BRTS","120-D","120-D-40","40","Philips",18.620585,73.836845,"13"
"2173","Non-BRTS","120-D","120-D-41","41","MIDC Bhosari",18.621016,73.8302,"14"
"2174","Non-BRTS","120-D","120-D-42","42","Bhosari Police Station",18.618097,73.826826,"14"
"2175","Non-BRTS","120-D","120-D-43","43","CIRT",18.614365,73.824764,"14"
"2176","Non-BRTS","120-D","120-D-44","44","Nashik Phata",18.607177,73.822235,"14"
"2177","Non-BRTS","120-D","120-D-45","45","Kasarwadi",18.605471,73.823807,"15"
"2178","Non-BRTS","120-D","120-D-46","46","Marshal",18.601097,73.826748,"15"
"2179","Non-BRTS","120-D","120-D-47","47","Sandvik Company",18.594398,73.829723,"15"
"2180","Non-BRTS","120-D","120-D-48","48","Phugewadi",18.586987,73.832992,"16"
"2181","Non-BRTS","120-D","120-D-49","49","Dapodi",18.578731,73.835136,"16"
"2182","Non-BRTS","120-D","120-D-50","50","Bopodi",18.572582,73.837071,"17"
"2183","Non-BRTS","120-D","120-D-51","51","Gopi Chal",18.567539,73.838883,"17"
"2184","Non-BRTS","120-D","120-D-52","52","Khadki Station",18.56432,73.84047,"17"
"2185","Non-BRTS","120-D","120-D-53","53","Factory Hospital",18.558376,73.845614,"17"
"2186","Non-BRTS","120-D","120-D-54","54","Khadki Post",18.555862,73.847481,"18"
"2187","Non-BRTS","120-D","120-D-55","55","Raja Bungalow",18.5518,73.8498,"18"
"2188","Non-BRTS","120-D","120-D-56","56","Poultry Farm Mumbai Road",18.547345,73.851882,"18"
"2189","Non-BRTS","120-D","120-D-57","57","Mariaai Gate",18.542263,73.85161,"18"
"2190","Non-BRTS","120-D","120-D-58","58","Wakdewadi",18.539582,73.851038,"19"
"2191","Non-BRTS","120-D","120-D-59","59","Labour Office",18.535206,73.851352,"19"
"2192","Non-BRTS","120-D","120-D-60","60","Patil Estate",18.531523,73.854272,"19"
"2193","Non-BRTS","120-D","120-D-61","61","COEP Hostel",18.528593,73.852315,"20"
"2194","Non-BRTS","120-D","120-D-62","62","Modern HighSchool",18.524798,73.849455,"20"
"2195","Non-BRTS","120-D","120-D-63","63","Sawarkar Bhavan",18.522258,73.850318,"20"
"2196","Non-BRTS","120-D","120-D-64","64","Ma Na Pa Main Bus Stand",18.52328,73.85435,"21"
"2197","Non-BRTS","120-U","120-U-00","0","Ma Na Pa Main Bus Stand",18.52328,73.85435,"1"
"2198","Non-BRTS","120-U","120-U-01","1","Shivaji Maharaj Putla",18.526309,73.852866,"1"
"2199","Non-BRTS","120-U","120-U-02","2","Lokmangal",18.53008,73.85076,"2"
"2200","Non-BRTS","120-U","120-U-03","3","Patil Estate",18.531145,73.854294,"2"
"2201","Non-BRTS","120-U","120-U-04","4","Labour Office",18.534933,73.851497,"2"
"2202","Non-BRTS","120-U","120-U-05","5","Wakdewadi",18.53985,73.85086,"3"
"2203","Non-BRTS","120-U","120-U-06","6","Mariaai Gate",18.542025,73.85132,"3"
"2204","Non-BRTS","120-U","120-U-07","7","Poultry Farm Mumbai Road",18.546908,73.851676,"3"
"2205","Non-BRTS","120-U","120-U-08","8","Raja Bungalow",18.551752,73.849685,"3"
"2206","Non-BRTS","120-U","120-U-09","9","Khadki Post",18.555834,73.847382,"4"
"2207","Non-BRTS","120-U","120-U-10","10","Factory Hospital",18.558608,73.845166,"4"
"2208","Non-BRTS","120-U","120-U-11","11","Khadki Station",18.56259,73.84167,"4"
"2209","Non-BRTS","120-U","120-U-12","12","Gopi Chal",18.567604,73.838754,"4"
"2210","Non-BRTS","120-U","120-U-13","13","Bopodi",18.5705,73.83791,"5"
"2211","Non-BRTS","120-U","120-U-14","14","Dapodi",18.578619,73.834854,"5"
"2212","Non-BRTS","120-U","120-U-15","15","Phugewadi",18.58686,73.832775,"6"
"2213","Non-BRTS","120-U","120-U-16","16","Sandvik Company",18.594317,73.829455,"6"
"2214","Non-BRTS","120-U","120-U-17","17","Alfa Laval Company",18.59854,73.82757,"6"
"2215","Non-BRTS","120-U","120-U-18","18","Marshal",18.601053,73.826612,"6"
"2216","Non-BRTS","120-U","120-U-19","19","Kasarwadi",18.60413,73.824603,"7"
"2217","Non-BRTS","120-U","120-U-20","20","Nashik Phata",18.607256,73.822174,"7"
"2218","Non-BRTS","120-U","120-U-21","21","CIRT",18.610996,73.823269,"7"
"2219","Non-BRTS","120-U","120-U-22","22","Bhosari Police Station",18.617458,73.825807,"7"
"2220","Non-BRTS","120-U","120-U-23","23","MIDC Bhosari",18.621132,73.830278,"8"
"2221","Non-BRTS","120-U","120-U-24","24","Philips",18.620692,73.836904,"8"
"2222","Non-BRTS","120-U","120-U-25","25","Landewadi",18.619723,73.841691,"9"
"2223","Non-BRTS","120-U","120-U-26","26","Shitalbaug",18.615715,73.846217,"9"
"2224","Non-BRTS","120-U","120-U-27","27","Century Enka Colony",18.615981,73.847693,"9"
"2225","Non-BRTS","120-U","120-U-28","28","Atlas Company",18.618861,73.850066,"9"
"2226","Non-BRTS","120-U","120-U-29","29","Bhosari Terminal",18.62426,73.85144,"10"
"2227","Non-BRTS","120-U","120-U-30","30","Dhawdevasti",18.62995,73.850733,"10"
"2228","Non-BRTS","120-U","120-U-31","31","Sadgurunagar",18.63364,73.849718,"11"
"2229","Non-BRTS","120-U","120-U-32","32","Panjarpol",18.643655,73.850499,"11"
"2230","Non-BRTS","120-U","120-U-33","33","Vakhar Mahamandal Bhosari",18.647688,73.850601,"11"
"2231","Non-BRTS","120-U","120-U-34","34","Tanna Products",18.650496,73.850186,"11"
"2232","Non-BRTS","120-U","120-U-35","35","Moshi Jakat Naka",18.661893,73.848468,"11"
"2233","Non-BRTS","120-U","120-U-36","36","Boratevasti Nasik Road",18.665186,73.8487,"12"
"2234","Non-BRTS","120-U","120-U-37","37","Bankarvasti",18.671243,73.848333,"12"
"2235","Non-BRTS","120-U","120-U-38","38","Chaudhari Dhaba",18.674392,73.848953,"12"
"2236","Non-BRTS","120-U","120-U-39","39","Moshigaon",18.675845,73.849426,"13"
"2237","Non-BRTS","120-U","120-U-40","40","Nageshwar Vidyalay",18.680373,73.848543,"13"
"2238","Non-BRTS","120-U","120-U-41","41","Hud Company",18.685379,73.846764,"13"
